day,open,high,low,close,volume1/21/2022,332.113300122,334.849966515,313.49996864999997,314.63330186999997,103,416,040
3/15/2022,258.423307491,268.523306481,252.18997478100002,267.296639937,66,841,147
3/16/2022,269.6666397,280.6666386,267.42000659133,280.076638659,84,028,838
3/17/2022,276.996638967,291.6666375,275.23923914274,290.53330428,66,582,967
3/18/2022,291.496637517,302.616636405,289.129971087,301.796636487,100,414,210
3/21/2022,304.993302834,314.28330190500003,302.363303097,307.053302628,81,981,668
3/22/2022,309.999969,332.619966738,307.249969275,331.326633534,105,868,571
3/23/2022,326.64663400200004,346.89996531,325.46663412,333.036633363,120,676,152
3/24/2022,336.576633009,341.496632517,329.59996703999997,337.973299536,68,920,897
3/25/2022,335.9999664,340.59993260667,332.44000008933,336.879966312,62,031,546
3/28/2022,355.03329783,365.95993007066994,351.19996488,363.946630272,102,506,080
3/29/2022,369.329963067,371.589962841,357.703297563,366.523296681,73,614,817
3/30/2022,363.723296961,371.316629535,361.3332972,364.663296867,59,865,006
3/31/2022,364.85663018099996,367.71326322867,358.8802974453,359.19996408,48,992,765
4/1/2022,360.38329729500003,364.916630175,355.54663111200006,361.529963847,54,263,225
4/4/2022,363.12663035400004,383.303295003,357.509964249,381.816628485,82,177,718
4/5/2022,378.76662878999997,384.28996157099994,362.43329709,363.753296958,80,075,018
4/6/2022,357.823297551,359.6666307,342.56663241,348.586631808,89,348,559
4/7/2022,350.79663158700004,358.863297447,340.51333261533,352.419964758,79,447,058
4/8/2022,347.73663189300004,349.479965052,340.8116325855,341.829965817,55,013,706
4/11/2022,326.79996732,336.15599971773,324.879967512,325.30996746899996,59,357,226
4/12/2022,332.546633412,340.39733262693,325.53333411333,328.983300435,65,976,097
4/13/2022,327.02496729750004,342.079965792,324.3656342301,340.789965921,55,121,226
4/14/2022,333.096633357,337.56993290967,327.39663392700004,328.3333005,58,422,426
4/18/2022,329.676633699,338.306632836,324.469967553,334.763299857,51,715,235
4/19/2022,335.019966498,344.979965502,331.7749668225,342.71663239500003,49,847,825
4/20/2022,343.333299,344.6666322,325.08333415833,325.73330076,70,711,327
4/21/2022,358.243297509,364.073296926,332.1383001195,336.259966374,105,416,351
4/22/2022,338.303299503,344.94996550499997,331.33333353333,335.016633165,69,696,577
4/25/2022,326.323300701,336.206633046,325.09996749,332.67330006599997,68,341,357
4/26/2022,331.809966819,333.3333,291.6666375,292.139970786,136,133,684
4/27/2022,299.526636714,305.9999694,292.453304088,293.836637283,76,956,398
4/28/2022,299.993303334,299.99997,273.89997261,292.503304083,124,948,542
4/29/2022,300.749969925,311.46660218667,289.999971,290.253304308,88,133,019
5/2/2022,286.923304641,302.11993645467004,282.676638399,300.979969902,75,781,388
5/3/2022,301.059969894,308.026635864,296.196637047,303.083303025,63,709,596
5/4/2022,301.31330320200004,318.49996815,295.093303824,317.539968246,81,643,718
5/5/2022,313.069968693,315.19996848,285.89997141000003,291.093304224,92,519,199
5/6/2022,295.6666371,295.9999704,281.0349718965,288.549971145,72,903,127
5/9/2022,278.816638785,281.876638479,260.383307295,262.369973763,90,810,219
5/10/2022,273.10330602299996,275.11997248800003,258.083307525,266.679973332,84,401,648
5/11/2022,264.9999735,269.923306341,242.39997576000002,244.6666422,97,224,460
5/12/2022,233.6666433,253.219974678,226.666644,242.6666424,140,312,864
5/13/2022,257.826640884,262.44994042167,250.52164161450003,256.529974347,92,150,739
5/16/2022,255.719974428,256.586641008,239.69614269705,241.456642521,86,098,539
5/17/2022,249.119975088,254.826641184,242.949975705,253.869974613,80,236,118
5/18/2022,248.173308516,253.49997465,233.603309973,236.60330967299998,87,811,809
5/19/2022,235.6666431,244.6666422,231.369976863,236.473309686,90,296,679
5/20/2022,237.996642867,240.5273092806,210.9999789,221.29997787,144,973,334
5/23/2022,218.33997816599998,226.65167733483,212.68664539799997,224.96664417,88,903,659
5/24/2022,217.843311549,217.97331153599998,206.856645981,209.386645728,89,092,539
5/25/2022,207.949979205,223.106644356,207.67001256633,219.59997804,92,139,339
5/26/2022,220.47331128599998,239.55660937767,217.886644878,235.909976409,106,003,361
5/27/2022,241.083309225,253.26664133999998,240.17700931563002,253.209974679,89,294,979
5/31/2022,257.946640872,259.59997404,244.743308859,252.753308058,101,914,390
6/1/2022,251.71997482799998,257.326640934,243.63997563599997,246.78997532100001,77,247,968
6/2/2022,244.15664225100002,264.209973579,242.06664246000003,258.3333075,93,473,139
6/3/2022,243.2249756775,247.79660855367,233.41777665822002,234.516643215,112,393,751
6/6/2022,244.353308898,244.86664218,234.349976565,238.279976172,84,204,518
6/7/2022,233.9999766,239.996642667,230.093310324,238.88664277799998,72,808,597
6/8/2022,240.086642658,249.963308337,239.176642749,241.86664248,76,210,628
6/9/2022,249.339975066,255.54660777867,239.32664273400002,239.706642696,96,491,320
6/10/2022,235.156643151,239.49997605,227.913310542,232.22997677700002,98,090,920
6/13/2022,223.16664435,226.63331067,214.68331186499998,215.73664509300002,102,767,260
6/14/2022,218.286644838,226.329977367,211.736645493,220.889977911,97,988,800
6/15/2022,220.916644575,235.66327643367,218.149978185,232.9999767,119,131,962
6/16/2022,222.736644393,225.16664415,208.693312464,213.09997868999997,107,390,711
6/17/2022,213.43331199,220.96937790305998,213.19664534700001,216.759978324,92,641,779
6/21/2022,224.60331087299997,243.57734230892999,224.3333109,237.036642963,122,792,982
