day,open,high,low,close,volume1/21/2022,332.113300122,334.849966515,313.49996864999997,314.63330186999997,103,416,040
1/24/2022,301.58663650799997,311.17100221623,283.823304951,309.999969,152,375,145
1/25/2022,304.73330286000004,317.086634958,301.069969893,306.13330272,86,595,909
1/26/2022,317.476634919,329.229967077,301.9999698,312.469968753,104,867,290
1/27/2022,311.119968888,311.796635487,276.3333057,276.36663903,147,109,575
1/28/2022,277.186638948,285.83330475,264.003306933,282.116638455,134,788,963
1/31/2022,290.90330424300004,312.663302067,287.34997126499997,312.239968776,104,436,100
2/1/2022,311.736635493,314.56663521,301.6666365,310.416635625,73,138,357
2/2/2022,309.393302394,310.49996895,296.469970353,301.886636478,66,793,057
2/3/2022,293.9999706,312.3333021,293.50663731599997,297.046636962,78,855,578
2/4/2022,299.073303426,312.16663545,293.723303961,307.77330255600003,73,625,467
2/7/2022,307.929969207,315.923301741,300.90293657637,302.446636422,60,994,476
2/8/2022,301.843303149,308.76326912367,298.26663684,307.3333026,50,729,015
2/9/2022,311.6666355,315.42326845767,306.666636,310.6666356,52,259,555
2/10/2022,302.789969721,314.60330187299996,298.89997011,301.51663651499996,66,126,847
2/11/2022,303.209969679,305.319969468,283.56663831000003,286.666638,79,645,868
2/14/2022,287.189971281,299.62660337067,284.383304895,291.919970808,67,756,417
2/15/2022,299.99997,307.6666359,297.79243688741997,307.476635919,57,649,536
2/16/2022,304.683302865,308.80993578567,300.403303293,307.796635887,51,294,395
2/17/2022,304.419969558,306.16660271667,291.36663753,292.116637455,55,178,436
2/18/2022,295.3333038,295.623303771,279.203305413,285.659971434,68,501,857
2/22/2022,278.043305529,285.57790477554,267.03333996333,273.843305949,83,288,198
2/23/2022,276.809972319,278.43320549001,253.519974648,254.679974532,95,257,030
2/24/2022,233.463309987,267.493306584,233.33331,266.923306641,135,322,304
2/25/2022,269.74330635900003,273.16663935,260.80014058665,269.956639671,76,067,768
2/28/2022,271.669972833,292.286637438,271.56913950975,290.143304319,99,006,880
3/1/2022,289.893304344,296.626637004,284.593304874,288.123304521,74,766,877
3/2/2022,290.709970929,295.493303784,281.42400519093,293.296637337,74,643,457
3/3/2022,292.923304041,295.4796371187,277.53333891333,279.763305357,61,623,516
3/4/2022,283.03330503,285.216638145,275.05360582797,279.429972057,67,179,877
3/7/2022,285.43330478999997,288.713304462,268.189973181,268.193306514,72,494,167
3/8/2022,265.176640149,283.329971667,260.723307261,274.79997252,80,399,108
3/9/2022,279.826638684,286.853304648,277.336638933,286.323304701,59,183,976
3/10/2022,283.816638285,284.816638185,270.12000632133,279.43330539,58,648,656
3/11/2022,280.0656386601,281.2673052066,264.589973541,265.116640155,67,037,167
3/14/2022,260.203307313,266.89997331,252.013308132,255.456641121,71,152,267
