timestamp,open,target_value,volume,item_id
2013-07-10,59.942856,60.104286,70351400,211
2013-07-11,60.421429,61.041428,81573100,212
2013-07-12,61.092857,60.93,69890800,213
2013-07-15,60.715714,61.062859,60479300,214
2013-07-16,60.931427,61.457142,54134500,215
2013-07-17,61.385715,61.472858,49747600,216
2013-07-18,61.91143,61.68,54719700,217
2013-07-19,61.871429,60.707142,67180400,218
2013-07-22,61.351429,60.901428,51949100,219
2013-07-23,60.857143,59.855713,92348900,220
2013-07-24,62.704285,62.93,147984200,221
2013-07-25,62.957142,62.642857,57373400,222
2013-07-26,62.185715,62.998573,50038100,223
2013-07-29,62.971428,63.970001,62014400,224
2013-07-30,64.279999,64.760002,77355600,225
2013-07-31,64.998573,64.647141,80739400,226
2013-08-01,65.10714,65.239998,51562700,227
2013-08-02,65.43,66.077141,68695900,228
2013-08-05,66.384285,67.064285,79713900,229
2013-08-06,66.860001,66.464287,83714400,230
2013-08-07,66.257141,66.425713,74714500,231
2013-08-08,66.265717,65.858574,63944300,232
2013-08-09,65.519997,64.921425,66716300,233
2013-08-12,65.265717,66.765717,91108500,234
2013-08-13,67.277145,69.938568,220485300,235
2013-08-14,71.125717,71.214287,189093100,236
2013-08-15,70.917145,71.129997,122573500,237
2013-08-16,71.449997,71.761429,90576500,238
2013-08-19,72.048569,72.534286,127629600,239
2013-08-20,72.815712,71.581429,89672100,240
2013-08-21,71.941429,71.765717,83969900,241
2013-08-22,72.139999,71.851425,61051900,242
2013-08-23,71.895714,71.574287,55682900,243
2013-08-26,71.535713,71.852859,82741400,244
2013-08-27,71.14286,69.798569,106047200,245
2013-08-28,69.428574,70.128571,76902000,246
2013-08-29,70.235718,70.242859,59914400,247
2013-08-30,70.285713,69.602859,68074300,248
2013-09-03,70.442856,69.797142,82982200,249
2013-09-04,71.365715,71.241432,86258200,250
2013-09-05,71.464287,70.752853,59091900,251
2013-09-06,71.205711,71.174286,89881400,252
2013-09-09,72.14286,72.309998,85171800,253
2013-09-10,72.314285,70.662857,185798900,254
2013-09-11,66.715714,66.815712,224674100,255
2013-09-12,66.928574,67.527145,101012800,256
2013-09-13,67.048569,66.414284,74708900,257
2013-09-16,65.85714,64.302856,135926700,258
2013-09-17,63.994286,65.045715,99845200,259
2013-09-18,66.168571,66.382858,114215500,260
2013-09-19,67.242859,67.471428,101135300,261
2013-09-20,68.285713,66.772858,174825700,262
2013-09-23,70.871429,70.091431,190526700,263
2013-09-24,70.697144,69.871429,91086100,264
2013-09-25,69.885712,68.790001,79239300,265
2013-09-26,69.428574,69.459999,59305400,266
2013-09-27,69.111427,68.964287,57010100,267
2013-09-30,68.178574,68.10714,65039100,268
2013-10-01,68.349998,69.708572,88470900,269
2013-10-02,69.375717,69.937141,72296000,270
2013-10-03,70.072861,69.058571,80688300,271
2013-10-04,69.122856,69.004288,64717100,272
2013-10-07,69.508568,69.678574,78073100,273
2013-10-08,69.991432,68.705711,72729300,274
2013-10-09,69.234283,69.512856,75431300,275
2013-10-10,70.188568,69.94857,69650700,276
2013-10-11,69.57,70.401428,66934700,277
2013-10-14,69.975716,70.862854,65474500,278
2013-10-15,71.072861,71.239998,80018400,279
2013-10-16,71.541428,71.587143,62775300,280
2013-10-17,71.425713,72.071426,63398300,281
2013-10-18,72.284286,72.69857,72635500,282
2013-10-21,73.110001,74.480003,99526700,283
2013-10-22,75.201431,74.267143,133515900,284
2013-10-23,74.14286,74.994286,78430800,285
2013-10-24,75,75.987144,96191200,286
2013-10-25,75.902855,75.137146,84448000,287
2013-10-28,75.577141,75.697144,137610200,288
2013-10-29,76.610001,73.811432,158951800,289
2013-10-30,74.230003,74.985718,88540900,290
2013-10-31,75,74.671425,68924100,291
2013-11-01,74.860001,74.290001,68722500,292
2013-11-04,74.442856,75.25,61156900,293
2013-11-05,74.940002,75.064285,66303300,294
2013-11-06,74.878571,74.417145,55843900,295
2013-11-07,74.225716,73.21286,65655100,296
2013-11-08,73.511429,74.365715,69829200,297
2013-11-11,74.284286,74.150002,56863100,298
2013-11-12,73.952858,74.28714,51069200,299
2013-11-13,74,74.375717,49305200,300
2013-11-14,74.687141,75.451431,70604800,301
2013-11-15,75.225716,74.998573,79480100,302
2013-11-18,74.998573,74.089996,61236000,303
2013-11-19,74.147141,74.221428,52234700,304
2013-11-20,74.175713,73.571426,48479200,305
2013-11-21,73.942856,74.44857,65506700,306
2013-11-22,74.21714,74.257141,55931400,307
2013-11-25,74.431427,74.82,57327900,308
2013-11-26,74.874283,76.199997,100345700,309
2013-11-27,76.615715,77.994286,90862100,310
2013-11-29,78.497147,79.438568,79531900,311
2013-12-02,79.714287,78.747147,118136200,312
2013-12-03,79.757141,80.902855,112742000,313
2013-12-04,80.785713,80.714287,94452400,314
2013-12-05,81.807144,81.128571,111895000,315
2013-12-06,80.827141,80.002853,86088100,316
2013-12-09,80.128571,80.918571,80123400,317
2013-12-10,80.511429,80.792854,69567400,318
2013-12-11,81,80.194283,89929700,319
2013-12-12,80.305717,80.077141,65572500,320
2013-12-13,80.407143,79.204285,83205500,321
2013-12-16,79.288574,79.64286,70648200,322
2013-12-17,79.401428,79.284286,57475600,323
2013-12-18,78.528572,78.681427,141465800,324
2013-12-19,78.5,77.779999,80077200,325
2013-12-20,77.918571,78.431427,109103400,326
2013-12-23,81.14286,81.441429,125326600,327
2013-12-24,81.412857,81.095711,41888700,328
2013-12-26,81.157143,80.557144,51002000,329
2013-12-27,80.545715,80.012856,56471100,330
2013-12-30,79.637146,79.21714,63407400,331
2013-12-31,79.167145,80.145714,55771100,332
2014-01-02,79.382858,79.01857,58671200,333
2014-01-03,78.980003,77.28286,98116900,334
2014-01-06,76.778572,77.704285,103152700,335
2014-01-07,77.760002,77.148575,79302300,336
2014-01-08,76.972855,77.637146,64632400,337
2014-01-09,78.114288,76.645714,69787200,338
2014-01-10,77.118568,76.134285,76244000,339
2014-01-13,75.701431,76.53286,94623200,340
2014-01-14,76.888573,78.055717,83140400,341
2014-01-15,79.074287,79.622856,97909700,342
2014-01-16,79.271431,79.178574,57319500,343
2014-01-17,78.78286,77.238571,106684900,344
2014-01-21,77.284286,78.438568,82131700,345
2014-01-22,78.701431,78.78714,94996300,346
2014-01-23,78.562859,79.454285,100809800,347
2014-01-24,79.14286,78.010002,107338700,348
2014-01-27,78.581429,78.64286,138719700,349
2014-01-28,72.68,72.35714,266380800,350
2014-01-29,71.992859,71.535713,125702500,351
2014-01-30,71.791428,71.397141,169625400,352
2014-01-31,70.739998,71.514282,116199300,353
2014-02-03,71.80143,71.647141,100366000,354
2014-02-04,72.264282,72.684288,94170300,355
2014-02-05,72.365715,73.227142,82086200,356
2014-02-06,72.865715,73.215714,64441300,357
2014-02-07,74.482857,74.239998,92570100,358
2014-02-10,74.094284,75.57,86389800,359
2014-02-11,75.80143,76.565712,70564200,360
2014-02-12,76.707146,76.559998,77025200,361
2014-02-13,76.379997,77.775711,76849500,362
2014-02-14,77.495712,77.71286,68231100,363
2014-02-18,78,77.998573,65062900,364
2014-02-19,77.821426,76.767143,78442000,365
2014-02-20,76.141426,75.878571,76464500,366
2014-02-21,76.112854,75.035713,69696200,367
2014-02-24,74.735718,75.364288,72227400,368
2014-02-25,75.625717,74.580002,57988000,369
2014-02-26,74.80143,73.907143,69054300,370
2014-02-27,73.877144,75.381432,75470500,371
2014-02-28,75.582855,75.177139,92992200,372
2014-03-03,74.774284,75.394287,59695300,373
2014-03-04,75.85714,75.891426,64785000,374
2014-03-05,75.845711,76.05143,50015700,375
2014-03-06,76.112854,75.821426,46372200,376
2014-03-07,75.870003,75.777145,55182400,377
2014-03-10,75.480003,75.845711,44646000,378
2014-03-11,76.492859,76.584282,69806100,379
2014-03-12,76.358574,76.658569,49831600,380
2014-03-13,76.777145,75.807144,64435700,381
2014-03-14,75.541428,74.955711,59299800,382
2014-03-17,75.385712,75.248573,49886200,383
2014-03-18,75.128571,75.914284,52411800,384
2014-03-19,76.03714,75.894287,56189000,385
2014-03-20,75.69857,75.528572,52099600,386
2014-03-21,75.989998,76.124283,93511600,387
2014-03-24,76.917145,77.027145,88925200,388
2014-03-25,77.35714,77.855713,70573300,389
2014-03-26,78.074287,77.111427,74942000,390
2014-03-27,77.145714,76.779999,55507900,391
2014-03-28,76.902855,76.694283,50141000,392
2014-03-31,77.03286,76.677139,42167300,393
2014-04-01,76.822861,77.378571,50190000,394
2014-04-02,77.482857,77.507141,45105200,395
2014-04-03,77.341431,76.970001,40586000,396
2014-04-04,77.115715,75.974289,68812800,397
2014-04-07,75.431427,74.781425,72462600,398
2014-04-08,75.027145,74.777145,60972100,399
2014-04-09,74.662857,75.760002,51542400,400
2014-04-10,75.811432,74.78286,59913000,401
2014-04-11,74.14286,74.230003,67929400,402
2014-04-14,74.557144,74.525711,51418500,403
2014-04-15,74.324287,73.994286,66622500,404
2014-04-16,74.007141,74.144287,53691400,405
2014-04-17,74.285713,74.991432,71083600,406
2014-04-21,75.048569,75.881432,45637200,407
2014-04-22,75.472855,75.957146,50640800,408
2014-04-23,75.580002,74.964287,98735000,409
2014-04-24,81.172859,81.110001,189977900,410
2014-04-25,80.647141,81.705711,97568800,411
2014-04-28,81.828575,84.870003,167371400,412
2014-04-29,84.82,84.618568,84344400,413
2014-04-30,84.662857,84.298569,114160200,414
2014-05-01,84.571426,84.497147,61012000,415
2014-05-02,84.620003,84.654289,47878600,416
2014-05-05,84.305717,85.851425,71766800,417
2014-05-06,85.971428,84.915718,93641100,418
2014-05-07,85.035713,84.618568,70716100,419
2014-05-08,84.035713,83.998573,57574300,420
2014-05-09,83.505714,83.648575,72899400,421
2014-05-12,83.927139,84.690002,53302200,422
2014-05-13,84.571426,84.822861,39934300,423
2014-05-14,84.632858,84.83857,41601000,424
2014-05-15,84.957146,84.117142,57711500,425
2014-05-16,84.089996,85.358574,69064100,426
2014-05-19,85.407143,86.370003,79438800,427
2014-05-20,86.358574,86.387146,58709000,428
2014-05-21,86.261429,86.615715,49214900,429
2014-05-22,86.657143,86.752853,50190000,430
2014-05-23,86.75,87.732857,58052400,431
2014-05-27,87.982857,89.375717,87216500,432
2014-05-28,89.431427,89.144287,78870400,433
2014-05-29,89.692856,90.76857,94118500,434
2014-05-30,91.139999,90.428574,141005200,435
2014-06-02,90.565712,89.807144,92337700,436
2014-06-03,89.779999,91.077141,73177300,437
2014-06-04,91.062859,92.117142,83870500,438
2014-06-05,92.314285,92.478569,75951400,439
2014-06-06,92.842857,92.224289,87484600,440
2014-06-09,92.699997,93.699997,75415000,441
2014-06-10,94.730003,94.25,62777000,442
2014-06-11,94.129997,93.860001,45681000,443
2014-06-12,94.040001,92.290001,54749000,444
2014-06-13,92.199997,91.279999,54525000,445
2014-06-16,91.510002,92.199997,35561000,446
2014-06-17,92.309998,92.080002,29726000,447
2014-06-18,92.269997,92.18,33514000,448
2014-06-19,92.290001,91.860001,35528000,449
2014-06-20,91.849998,90.910004,100898000,450
2014-06-23,91.32,90.830002,43694000,451
2014-06-24,90.75,90.279999,39036000,452
2014-06-25,90.209999,90.360001,36869000,453
2014-06-26,90.370003,90.900002,32629000,454
2014-06-27,90.82,91.980003,64029000,455
2014-06-30,92.099998,92.93,49482300,456
2014-07-01,93.519997,93.519997,38223000,457
2014-07-02,93.870003,93.480003,28465000,458
2014-07-03,93.669998,94.029999,22891800,459
2014-07-07,94.139999,95.970001,56468000,460
2014-07-08,96.269997,95.349998,65222000,461
2014-07-09,95.440002,95.389999,36436000,462
2014-07-10,93.760002,95.040001,39686000,463
2014-07-11,95.360001,95.220001,34018000,464
2014-07-14,95.860001,96.449997,42810000,465
2014-07-15,96.800003,95.32,45477900,466
2014-07-16,96.970001,94.779999,53396300,467
2014-07-17,95.029999,93.089996,57298000,468
2014-07-18,93.620003,94.43,49988000,469
2014-07-21,94.989998,93.940002,39079000,470
2014-07-22,94.68,94.720001,55197000,471
2014-07-23,95.419998,97.190002,92918000,472
2014-07-24,97.040001,97.029999,45729000,473
2014-07-25,96.849998,97.669998,43469000,474
2014-07-28,97.82,99.019997,55318000,475
2014-07-29,99.330002,98.379997,43143000,476
2014-07-30,98.440002,98.150002,33010000,477
2014-07-31,97.160004,95.599998,56843000,478
2014-08-01,94.900002,96.129997,48511000,479
2014-08-04,96.370003,95.589996,39958000,480
2014-08-05,95.360001,95.120003,55933000,481
2014-08-06,94.75,94.959999,38558000,482
2014-08-07,94.93,94.480003,46711000,483
2014-08-08,94.260002,94.739998,41865000,484
2014-08-11,95.269997,95.989998,36585000,485
2014-08-12,96.040001,95.970001,33795000,486
2014-08-13,96.150002,97.239998,31916000,487
2014-08-14,97.330002,97.5,28116000,488
2014-08-15,97.900002,97.980003,48951000,489
2014-08-18,98.489998,99.160004,47572000,490
2014-08-19,99.410004,100.529999,69399000,491
2014-08-20,100.440002,100.57,52699000,492
2014-08-21,100.57,100.580002,33478000,493
2014-08-22,100.290001,101.32,44184000,494
2014-08-25,101.790001,101.540001,40270000,495
2014-08-26,101.419998,100.889999,33152000,496
2014-08-27,101.019997,102.129997,52369000,497
2014-08-28,101.589996,102.25,68460000,498
2014-08-29,102.860001,102.5,44595000,499
2014-09-02,103.059998,103.300003,53564000,500
2014-09-03,103.099998,98.940002,125421000,501
2014-09-04,98.849998,98.120003,85718000,502
2014-09-05,98.800003,98.970001,58457000,503
2014-09-08,99.300003,98.360001,46356700,504
2014-09-09,99.080002,97.989998,189846300,505
2014-09-10,98.010002,101,100869600,506
2014-09-11,100.410004,101.43,62353100,507
2014-09-12,101.209999,101.660004,62626100,508
2014-09-15,102.809998,101.629997,61316500,509
2014-09-16,99.800003,100.860001,66908100,510
2014-09-17,101.269997,101.580002,60926500,511
2014-09-18,101.93,101.790001,37299400,512
2014-09-19,102.290001,100.959999,70902400,513
2014-09-22,101.800003,101.059998,52788400,514
2014-09-23,100.599998,102.639999,63402200,515
2014-09-24,102.160004,101.75,60171800,516
2014-09-25,100.510002,97.870003,100092000,517
2014-09-26,98.529999,100.75,62370500,518
2014-09-29,98.650002,100.110001,49766300,519
2014-09-30,100.809998,100.75,55264100,520
2014-10-01,100.589996,99.18,51491300,521
2014-10-02,99.269997,99.900002,47757800,522
2014-10-03,99.440002,99.620003,43469600,523
2014-10-06,99.949997,99.620003,37051200,524
2014-10-07,99.43,98.75,42094200,525
2014-10-08,98.760002,100.800003,57404700,526
2014-10-09,101.540001,101.019997,77376500,527
2014-10-10,100.690002,100.730003,66331600,528
2014-10-13,101.330002,99.809998,53583400,529
2014-10-14,100.389999,98.75,63688600,530
2014-10-15,97.970001,97.540001,100933600,531
2014-10-16,95.550003,96.260002,72154500,532
2014-10-17,97.5,97.669998,68179700,533
2014-10-20,98.32,99.760002,77517300,534
2014-10-21,103.019997,102.470001,94623900,535
2014-10-22,102.839996,102.989998,68263100,536
2014-10-23,104.080002,104.830002,71074700,537
2014-10-24,105.18,105.220001,47053900,538
2014-10-27,104.849998,105.110001,34187700,539
2014-10-28,105.400002,106.739998,48060900,540
2014-10-29,106.650002,107.339996,52687900,541
2014-10-30,106.959999,106.980003,40654800,542
2014-10-31,108.010002,108,44639300,543
2014-11-03,108.220001,109.400002,52282600,544
2014-11-04,109.360001,108.599998,41574400,545
2014-11-05,109.099998,108.860001,37435900,546
2014-11-06,108.599998,108.699997,34968500,547
2014-11-07,108.75,109.010002,33691500,548
2014-11-10,109.019997,108.830002,27195500,549
2014-11-11,108.699997,109.699997,27442300,550
2014-11-12,109.379997,111.25,46942400,551
2014-11-13,111.800003,112.82,59522900,552
2014-11-14,113.150002,114.18,44063600,553
2014-11-17,114.269997,113.989998,46746700,554
2014-11-18,113.940002,115.470001,44224000,555
2014-11-19,115.440002,114.669998,41869200,556
2014-11-20,114.910004,116.309998,43395500,557
2014-11-21,117.510002,116.470001,57179300,558
2014-11-24,116.849998,118.629997,47450800,559
2014-11-25,119.07,117.599998,68840400,560
2014-11-26,117.940002,119,40768300,561
2014-11-28,119.269997,118.93,24814400,562
2014-12-01,118.809998,115.07,83814000,563
2014-12-02,113.5,114.629997,59348900,564
2014-12-03,115.75,115.93,43063400,565
2014-12-04,115.769997,115.489998,42044500,566
2014-12-05,115.989998,115,38318900,567
2014-12-08,114.099998,112.400002,57664900,568
2014-12-09,110.190002,114.120003,60208000,569
2014-12-10,114.410004,111.949997,44565300,570
2014-12-11,112.260002,111.620003,41401700,571
2014-12-12,110.459999,109.730003,56028100,572
2014-12-15,110.699997,108.230003,67218100,573
2014-12-16,106.370003,106.75,60790700,574
2014-12-17,107.120003,109.410004,53411800,575
2014-12-18,111.870003,112.650002,59006200,576
2014-12-19,112.260002,111.779999,88429800,577
2014-12-22,112.160004,112.940002,45167500,578
2014-12-23,113.230003,112.540001,26028400,579
2014-12-24,112.580002,112.010002,14479600,580
2014-12-26,112.099998,113.989998,33721000,581
2014-12-29,113.790001,113.910004,27598900,582
2014-12-30,113.639999,112.519997,29881500,583
2014-12-31,112.82,110.379997,41403400,584
2015-01-02,111.389999,109.330002,53204600,585
2015-01-05,108.290001,106.25,64285500,586
2015-01-06,106.540001,106.260002,65797100,587
2015-01-07,107.199997,107.75,40105900,588
2015-01-08,109.230003,111.889999,59364500,589
2015-01-09,112.669998,112.010002,53699500,590
2015-01-12,112.599998,109.25,49650800,591
2015-01-13,111.43,110.220001,67091900,592
2015-01-14,109.040001,109.800003,48337000,593
2015-01-15,110,106.82,60014000,594
2015-01-16,107.029999,105.989998,78513300,595
2015-01-20,107.839996,108.720001,49899900,596
2015-01-21,108.949997,109.550003,48575900,597
2015-01-22,110.260002,112.400002,53796400,598
2015-01-23,112.300003,112.980003,46464800,599
2015-01-26,113.739998,113.099998,55615000,600
2015-01-27,112.419998,109.139999,95568700,601
2015-01-28,117.629997,115.309998,146477100,602
2015-01-29,116.32,118.900002,84436400,603
2015-01-30,118.400002,117.160004,83745500,604
2015-02-02,118.050003,118.629997,62739100,605
2015-02-03,118.5,118.650002,51915700,606
2015-02-04,118.5,119.559998,70149700,607
2015-02-05,120.019997,119.940002,42246200,608
2015-02-06,120.019997,118.93,43706600,609
2015-02-09,118.550003,119.720001,38889800,610
